fixture_id,date,home_team,away_team,home_score,away_score,tournament,league_id,season,source
942142,2022-09-22,Australia,New Zealand,1.0,0.0,Friendlies,10,2022,api_football
945954,2022-09-22,Cambodia,Bangladesh,0.0,1.0,Friendlies,10,2022,api_football
962413,2022-09-22,Comoros,Tunisia,0.0,1.0,Friendlies,10,2022,api_football
961013,2022-09-22,Venezuela,Iceland,0.0,1.0,Friendlies,10,2022,api_football
948656,2022-09-22,Suriname,Nicaragua,2.0,1.0,Friendlies,10,2022,api_football
945950,2022-09-23,Cameroon,Uzbekistan,0.0,2.0,Friendlies,10,2022,api_football
945951,2022-09-23,South Korea,Costa Rica,2.0,2.0,Friendlies,10,2022,api_football
942148,2022-09-23,Japan,USA,2.0,0.0,Friendlies,10,2022,api_football
962707,2022-09-23,Iraq,Oman,1.0,1.0,Friendlies,10,2022,api_football
945819,2022-09-23,Bahrain,Cape Verde Islands,1.0,2.0,Friendlies,10,2022,api_football
942143,2022-09-23,Iran,Uruguay,1.0,0.0,Friendlies,10,2022,api_football
959548,2022-09-23,Congo DR,Burkina Faso,0.0,1.0,Friendlies,10,2022,api_football
962047,2022-09-23,Equatorial Guinea,Rwanda,0.0,0.0,Friendlies,10,2022,api_football
942145,2022-09-23,Paraguay,United Arab Emirates,1.0,0.0,Friendlies,10,2022,api_football
942144,2022-09-23,Qatar,Canada,0.0,2.0,Friendlies,10,2022,api_football
861491,2022-09-23,Saudi Arabia,Ecuador,0.0,0.0,Friendlies,10,2022,api_football
958777,2022-09-23,Egypt,Niger,3.0,0.0,Friendlies,10,2022,api_football
960604,2022-09-23,Jordan,Syria,2.0,0.0,Friendlies,10,2022,api_football
944079,2022-09-23,Brazil,Ghana,3.0,0.0,Friendlies,10,2022,api_football
942146,2022-09-23,Morocco,Chile,2.0,0.0,Friendlies,10,2022,api_football
946604,2022-09-23,Mali,Zambia,1.0,0.0,Friendlies,10,2022,api_football
945811,2022-09-23,Algeria,Guinea,1.0,0.0,Friendlies,10,2022,api_football
945810,2022-09-24,Argentina,Honduras,3.0,0.0,Friendlies,10,2022,api_football
943105,2022-09-24,Laos,Maldives,1.0,3.0,Friendlies,10,2022,api_football
942167,2022-09-24,India,Singapore,1.0,1.0,Friendlies,10,2022,api_football
953175,2022-09-24,Hong Kong,Myanmar,0.0,0.0,Friendlies,10,2022,api_football
961014,2022-09-24,South Africa,Sierra Leone,4.0,0.0,Friendlies,10,2022,api_football
959543,2022-09-24,Indonesia,Curaçao,3.0,2.0,Friendlies,10,2022,api_football
